zero_count,predicted_mean_K2_over_X,empirical_mean_k10_75,relative_difference_empirical_minus_prediction_over_prediction
1,0.00210684619591686,0.0107178611907857,4.08715881185693
2,0.00498722174119029,0.0107178611907857,1.14906449862959
5,0.00799527545064807,0.0107178611907857,0.34052432051193
10,0.00887009488872268,0.0107178611907857,0.20831415280712
20,0.00954079977349993,0.0107178611907857,0.123371357247757
30,0.00982619968195698,0.0107178611907857,0.0907432718333643
50,0.0101472015260136,0.0107178611907857,0.0562381325835713
75,0.0103101184210678,0.0107178611907857,0.0395478260351277
100,0.0103987623492832,0.0107178611907857,0.0306862327250394
