zero_count,sample_mean_K2_over_X,corr_actual_predicted,R2_against_actual,residual_rms,sign_accuracy
1,0.00210684619591686,0.0635393474676462,-0.306434174018429,0.0177799081537905,0.818181818181818
2,0.00494847175461645,0.310196721069635,-0.041911232531993,0.0158781941182272,0.651515151515151
5,0.00816746498220934,0.496399993111332,0.18558381516509,0.014038119820496,0.787878787878788
10,0.00843280416193197,0.742009899229928,0.52888677395335,0.0106769791704576,0.803030303030303
20,0.00987770485421446,0.839743010345091,0.700826511406547,0.00850838826444427,0.878787878787879
30,0.00927906365151886,0.843614068257115,0.695635326620873,0.00858188852623224,0.909090909090909
50,0.00992532294262063,0.892420236016326,0.789907492145462,0.00713002462335474,0.893939393939394
75,0.0102079202529612,0.9220211858676,0.844692043701458,0.00613031229849264,0.924242424242424
100,0.0106326454899354,0.925761568961953,0.856942522157073,0.00588357141175527,0.893939393939394
